,title,sentiment,kode_emiten,cleaned,description,published date,url,publisher,keywords,content,published_date,kode_emitten
613,"BRI (BBRI) Rencanakan Buyback Saham Rp1,5 Triliun, Siap Lepas?",2.0,,bri bbri rencana buyback saham rp triliun lepas,,,,Bisnis,,,2023-02-03,BBRI
614,"Tuntaskan Buyback Rp 3 T, BRI Bakal Lakukan Pembelian Kembali Saham Rp 1,5 T",2.0,,tuntas buyback rp bri laku beli saham rp,,,,Kontan,,,2023-02-05,BBRI
615,"Bank BRI Cetak Laba Bersih Rp 51,40 Triliun Sepanjang 2022",2.0,,bank bri cetak laba bersih rp triliun,,,,Kontan,,,2023-02-08,BBRI
616,"BRImo, Super App Perbankan Yang Pasti Lengkap & Aman Dari BRI",1.0,,brimo super app perban lengkap aman bri,,,,CNBC Indonesia,,,2023-02-16,BBRI
617,Portofolio Kredit Berkelanjutan Bank BRI Tembus Rp 695 Triliun pada 2022,2.0,,portofolio kredit lanjut bank bri tembus rp triliun,,,,Kontan,,,2023-02-20,BBRI
618,"Cuan! BRI (BBRI) Catatkan Nilai Transaksi QRIS Rp7,4 Triliun Sepanjang 2022",2.0,,cuan bri bbri catat nilai transaksi qris rp triliun,,,,Bisnis,,,2023-02-24,BBRI
619,Top! BRI Raih 2 Penghargaan Internasional Terkait ESG,2.0,,top bri raih harga internasional kait esg,,,,CNBC Indonesia,,,2023-02-25,BBRI
620,"Inilah Kurs Dollar-Rupiah di BRI Jelang Tengah Hari Ini, Selasa 7 Maret 2023",1.0,,kurs dollarrupiah bri jelang tengah selasa maret,,,,Kontan,,,2023-03-07,BBRI
621,"KUR BRI 2023 Sudah Dibuka, Simak Syarat & Ketentuannya!",1.0,,kur bri buka simak syarat tentu,,,,CNBC Indonesia,,,2023-03-10,BBRI
622,"Breaking: BRI Bagi Dividen Rp 43,5 T, 85% dari Laba",2.0,,breaking bri dividen rp laba,,,,CNBC Indonesia,,,2023-03-13,BBRI
623,Tok! RI Dapat Rp 23 T Dari Dividen BRI,2.0,,tok ri rp dividen bri,,,,CNBC Indonesia,,,2023-03-13,BBRI
624,"Jajaran Direksi BRI Belum Berubah, Bagaimana dengan Bank BUMN Lain?",1.0,,jajar direksi bri ubah bank bumn,,,,Kontan,,,2023-03-14,BBRI
625,"BRI Tebar Dividen Rp 288,2/ Saham, Catat Jadwalnya!",2.0,,bri tebar dividen rp saham catat jadwal,,,,CNBC Indonesia,,,2023-03-17,BBRI
626,"Sebanyak 98,41% Nasabah BRI Telah Gunakan Platform BRIMo",1.0,,nasabah bri platform brimo,,,,Kontan,,,2023-03-19,BBRI
627,"Hingga Maret, BRI Telah Salurkan Seluruh Dana Bantuan Ke Rekening Penerima Manfaat",1.0,,maret bri salur dana bantu rekening terima manfaat,,,,Kontan,,,2023-03-20,BBRI
628,QLola by BRI Dorong Ekonomi & Integrasi Supply Chain Nasabah,1.0,,qlola by bri dorong ekonomi integrasi supply chain nasabah,,,,CNBC Indonesia,,,2023-03-21,BBRI
629,Hasil Riset BRI: Literasi Keuangan di Bali Kalahkan DKI Jakarta,1.0,,hasil riset bri literasi uang bali kalah dki jakarta,,,,Bisnis,,,2023-03-27,BBRI
630,Top! BRI Borong 7 Penghargaan di Ajang PRIA 2023,2.0,,top bri borong harga ajang pria,,,,CNBC Indonesia,,,2023-03-28,BBRI
631,"Kredit Berkelanjutan BRI Tembus Rp 694,9 Triliun di Tahun 2022",2.0,,kredit lanjut bri tembus rp triliun tahun,,,,Kontan,,,2023-04-02,BBRI
632,"Periksa Kurs Dollar-Rupiah di BRI Jelang Tengah Hari Ini Selasa, 4 April 2023",1.0,,periksa kurs dollarrupiah bri jelang tengah selasa april,,,,Kontan,,,2023-04-04,BBRI
633,"Catat! Ini Lokasi Penukaran Uang Baru di BCA, BRI, BNI, dan Bank Mandiri",1.0,,catat lokasi tukar uang bca bri bni bank mandiri,,,,Bisnis,,,2023-04-08,BBRI
634,BRI Layani Penukaran Uang di Kepulauan Seribu Pakai Kapal,1.0,,bri layan tukar uang pulau ribu pakai kapal,,,,CNBC Indonesia,,,2023-04-10,BBRI
635,"Cek Kurs di BCA, BRI, Bank Mandiri, & BNI Senin (10/4)",1.0,,cek kurs bca bri bank mandiri bni senin,,,,Bisnis,,,2023-04-10,BBRI
636,"Jam Buka BRI Selama Libur Lebaran, Cek Jadwalnya",1.0,,jam buka bri libur lebaran cek jadwal,,,,CNBC Indonesia,,,2023-04-17,BBRI
637,Sektor Ini Jadi Mesin Pertumbuhan Laba BRI,2.0,,sektor mesin tumbuh laba bri,,,,CNBC Indonesia,,,2023-04-28,BBRI
638,"Didukung BRI, Startup Plepah Eksis di Hannover Messe 2023",1.0,,dukung bri startup plepah eksis hannover messe,,,,CNBC Indonesia,,,2023-05-05,BBRI
639,Top! Saham BBRI Cetak Rekor Harga Tertinggi Baru di 5.400,2.0,,top saham bbri cetak rekor harga tinggi,,,,CNBC Indonesia,,,2023-05-19,BBRI
640,"Biaya Kartu Debit Mandiri Mau Naik, Ini Perbandingan dengan BCA, BRI, dan BNI",1.0,,biaya kartu debit mandiri banding bca bri bni,,,,Bisnis,,,2023-05-23,BBRI
641,"BRI Life Cetak Premi Bruto Rp8,78 Triliun pada 2022, Tumbuh 29 Persen",2.0,,bri life cetak premi bruto rp triliun tumbuh persen,,,,Bisnis,,,2023-05-30,BBRI
642,"Nasabah BRI Bisa Beli Tiket Indonesia vs Argentina Mulai Hari Ini, Simak Caranya!",1.0,,nasabah bri beli tiket indonesia vs argentina simak,,,,Bisnis,,,2023-06-05,BBRI
643,"IHSG Sesi I Melemah Tipis ke 6.631, Saham ASII, BBCA dan BBRI Paling Laris",2.0,,ihsg sesi lemah tipis saham asii bbca bbri laris,,,,Bisnis,,,2023-06-05,BBRI
644,"Cek Rekomendasi Saham BMRI, BBRI, BBNI, ANTM, SMGR, TLKM, dan JSMR dari Pilarmas",1.0,,cek rekomendasi saham bmri bbri bbni antm smgr tlkm jsmr pilarmas,,,,Kontan,,,2023-06-12,BBRI
645,"Top! BBCA, BMRI, BBRI, BBNI Raup Laba Bersih Rp53,9 Triliun Per April 2023",2.0,,top bbca bmri bbri bbni raup laba bersih rp triliun april,,,,Bisnis,,,2023-06-12,BBRI
646,Komitmen BRI Danareksa Sekuritas Bangun Bisnis Berkelanjutan,1.0,,komitmen bri danareksa sekuritas bangun bisnis lanjut,,,,CNBC Indonesia,,,2023-06-26,BBRI
647,"Cek Kurs Dolar di BCA, BRI, Bank Mandiri, & BNI Hari Ini (4/7)",1.0,,cek kurs dolar bca bri bank mandiri bni,,,,Bisnis,,,2023-07-04,BBRI
648,"IHSG Dibuka Hijau, Saham GOTO, BBRI hingga ACES Paling Laris",2.0,,ihsg buka hijau saham goto bbri aces laris,,,,Bisnis,,,2023-07-05,BBRI
649,"Marak Kasus Penipuan Online, BRI Imbau Nasabahnya untuk Lebih Berhati-Hati",1.0,,marak tipu online bri imbau nasabah berhatihati,,,,Kontan,,,2023-07-08,BBRI
650,Danareksa Investment Management Ubah Nama Menjadi BRI Manajemen Investasi,1.0,,danareksa investment management ubah nama bri manajemen investasi,,,,Kontan,,,2023-07-10,BBRI
651,"Simak Kurs Dollar-Rupiah di BRI Jelang Tengah Hari Ini Kamis, 13 Juli 2023",1.0,,simak kurs dollarrupiah bri jelang tengah kamis juli,,,,Kontan,,,2023-07-13,BBRI
652,"Dukung Pelaku UMKM, BRI Gelar Pesta Rakyat Simpedes 2023",1.0,,dukung pelaku umkm bri gelar pesta rakyat simpedes,,,,Kontan,,,2023-07-13,BBRI
653,"Punya 11 Anak Usaha, BRI (BBRI) Ungkap Jumlah Nasabah UMKM yang Dilayani",1.0,,anak usaha bri bbri nasabah umkm layan,,,,Bisnis,,,2023-07-14,BBRI
654,"Saham BRI (BBRI) All Time High, Bagaimana Rekomendasinya?",2.0,,saham bri bbri all time high rekomendasi,,,,Bisnis,,,2023-07-25,BBRI
655,"IHSG Bisa Tembus 7.100 Awal Agustus 2023, Pasar Soroti Laba BBRI",2.0,,ihsg tembus agustus pasar sorot laba bbri,,,,Bisnis,,,2023-07-30,BBRI
656,Saham BBRI Sentuh Rekor Tertinggi Lagi di Rp 5.750/unit,2.0,,saham bbri sentuh rekor tinggi rp unit,,,,CNBC Indonesia,,,2023-08-01,BBRI
657,"Saham INKP, BBRI & BMRI Melesat Dorong Indeks Bisnis-27",2.0,,saham inkp bbri bmri melesat dorong indeks bisnis,,,,Bisnis,,,2023-08-07,BBRI
658,"Saham BMRI, UNTR, BBRI Naik Dorong Indeks Bisnis-27",2.0,,saham bmri untr bbri dorong indeks bisnis,,,,Bisnis,,,2023-08-07,BBRI
659,"Rp 126 T KUR Mengalir ke 2,3 Juta Debitur, Simak Syarat & Tabel KUR BRI 2023",1.0,,rp kur alir juta debitur simak syarat tabel kur bri,,,,Kontan,,,2023-08-10,BBRI
660,"Cek Kurs Dollar-Rupiah di BRI Jelang Tengah Hari Ini Rabu, 16 Agustus 2023",1.0,,cek kurs dollarrupiah bri jelang tengah rabu agustus,,,,Kontan,,,2023-08-16,BBRI
661,BRI Manajemen Investasi Sabet The Most Expansive Growth in ESG Mutual Funds BIFA 2023,1.0,,bri manajemen investasi sabet the most expansive growth in esg mutual funds bifa,,,,Bisnis,,,2023-08-25,BBRI
662,"IHSG Ditutup Turun, Saham AMMN, BBCA, BBRI Masih Cuan",2.0,,ihsg tutup turun saham ammn bbca bbri cuan,,,,Bisnis,,,2023-08-25,BBRI
663,"Cetak Laba Rp 29,56 T, Saham BBRI Masih Malu-Malu",2.0,,cetak laba rp saham bbri malumalu,,,,CNBC Indonesia,,,2023-08-30,BBRI
664,"IHSG Dibuka Naik Jelang Rilis Data Inflasi, Saham BBRI-BBCA Cuan",2.0,,ihsg buka jelang rilis data inflasi saham bbribbca cuan,,,,Bisnis,,,2023-09-01,BBRI
665,Bos BSI Beberkan Alasan Bank Syariah Indonesia (BRIS) Belum Serahkan Laporan Keuangan,1.0,,bos bsi kan alas bank syariah indonesia bris serah lapor uang,,,,Kontan,,,2023-09-07,BBRI
666,"IHSG Menguat Terdorong BBRI, BMRI, TLKM, saat Saham AMMN-GOTO Anjlok",2.0,,ihsg kuat dorong bbri bmri tlkm saham ammngoto anjlok,,,,Bisnis,,,2023-09-11,BBRI
667,BRI Buka-bukaan Soal Target Laba Tahun Ini,1.0,,bri bukabukaan target laba tahun,,,,CNBC Indonesia,,,2023-09-13,BBRI
668,"Saham Bank BUMN (BRIS, BBNI, BMRI, BBTN, BBRI) Mengepul Jelang Pengumuman The Fed",1.0,,saham bank bumn bris bbni bmri bbtn bbri kepul jelang umum the fed,,,,Bisnis,,,2023-09-20,BBRI
669,Tips Investasi Demi Masa Depan Cerah Bersama BRI Prioritas,1.0,,tips investasi cerah bri prioritas,,,,CNBC Indonesia,,,2023-09-27,BBRI
670,"Segini Nih, Saldo Minimum BCA, Mandiri, BRI & BNI!",1.0,,segini ini saldo minimum bca mandiri bri bni,,,,CNBC Indonesia,,,2023-09-30,BBRI
671,"Genjot Kinerja, BRI Medan Rangkul Hipmi Sumut",1.0,,genjot kinerja bri medan rangkul hipmi sumut,,,,Bisnis,,,2018-09-07,BBRI
672,"Anak Usaha Dicaplok BRI, Danareksa Masih Calon Holding BUMN Jasa Keuangan",1.0,,anak usaha caplok bri danareksa calon holding bumn jasa uang,,,,Bisnis,,,2018-09-28,BBRI
673,"Modernisasi infrastruktur, BRI akan naikkan anggaran belanja IT 10% di tahun depan",1.0,,modernisasi infrastruktur bri naik anggar belanja it tahun,,,,Kontan,,,2018-11-15,BBRI
674,BRI Gandeng BPN Untuk Permudah Penyaluran Kredit,2.0,,bri gandeng bpn mudah penyaluran kredit,,,,Bisnis,,,2019-02-06,BBRI
675,Berita Bri Hari Ini Terkini dan Terlengkap,1.0,,berita bri kini lengkap,,,,Bisnis,,,2019-02-28,BBRI
676,BRI Jual Uang Elektronik Brizzi Edisi Komik Tahilalats di Tokopedia,1.0,,bri jual uang elektronik brizzi edisi komik tahilalats tokopedia,,,,Bisnis,,,2019-04-11,BBRI
677,"Catat, ini jadwal operasional Bank Mandiri, BRI, BTN, dan BNI selama libur Lebaran",1.0,,catat jadwal operasional bank mandiri bri btn bni libur lebaran,,,,Kontan,,,2019-05-27,BBRI
678,"Saham BRI (BBRI) pecah rekor, ini kalkulasi laba para investornya",2.0,,saham bri bbri pecah rekor kalkulasi laba investor,,,,Kontan,,,2019-07-11,BBRI
679,"Sebulan, Transaksi Melalui EDC Bank BRI Naik 20 Persen",2.0,,sebulan transaksi edc bank bri persen,,,,Bisnis,,,2019-08-13,BBRI
680,Bank BRI Optimistis BRIlink Bisa Bertahan di Tengah Arus Digitalisasi,1.0,,bank bri optimistis brilink tahan tengah arus digitalisasi,,,,Bisnis,,,2019-08-29,BBRI
681,"Lagi, Skimming Makan Korban Nasabah BRI",1.0,,skimming makan korban nasabah bri,,,,Bisnis,,,2019-09-06,BBRI
682,Bank BRI terus mendorong penggunaan chip dalam kartu ATM,1.0,,bank bri dorong guna chip kartu atm,,,,Kontan,,,2020-01-11,BBRI
683,"Wow, dana pihak ketiga yang dihimpun Bank BRI tembus di atas Rp 1.000 triliun",2.0,,wow dana tiga dihimpun bank bri tembus rp triliun,,,,Kontan,,,2020-01-23,BBRI
684,"5 Berita Populer Market, Harga Emas 24 Karat Antam, 19 Mei 2020 dan Terbang 9,22 Persen, Ini Target Harga Saham Bank Rakyat Indonesia (BBRI)",1.0,,berita populer parket harga emas karat antam mei terbang persen target harga saham bank rakyat indonesia bbri,,,,Bisnis,,,2020-05-19,BBRI
685,"Dari Pinjaman Digital Hingga Layanan Virtual Assistant, BRI Mudahkan Adaptasi Masyarakat Hadapi The New Normal",1.0,,pinjam digital layan virtual assistant bri mudah adaptasi masyarakat hadap the new normal,,,,Bisnis,,,2020-05-26,BBRI
686,"Jamin Bebas Covid-19, Bank BRI Pekanbaru Kembali Dibuka",1.0,,jamin bebas covid bank bri pekanbaru buka,,,,Bisnis,,,2020-06-22,BBRI
687,BRI Agro Gandeng Capital Life Indonesia Pasarkan Asuransi Proteksi,1.0,,bri agro gandeng capital life indonesia pasar asuransi proteksi,,,,Bisnis,,,2020-06-24,BBRI
688,"Raih Dana PEN Tahap 2, Ini Strategi Penyaluran Kredit BRI",2.0,,raih dana pen tahap strategi penyaluran kredit bri,,,,CNBC Indonesia,,,2020-10-06,BBRI
689,Resmi! Danareksa Sekuritas Jadi BRI Danareksa Sekuritas,1.0,,resmi danareksa sekuritas bri danareksa sekuritas,,,,CNBC Indonesia,,,2020-10-13,BBRI
690,Harga Wajar Saham BRI Syariah (BRIS) Pasca Mega Merger Bank Syariah BUMN,2.0,,harga wajar saham bri syariah bris pasca mega merger bank syariah bumn,,,,Kontan,,,2020-10-13,BBRI
691,Danareksa Sekuritas Bersalin Nama Jadi BRI Danareksa Sekuritas,1.0,,danareksa sekuritas salin nama bri danareksa sekuritas,,,,Bisnis,,,2020-10-13,BBRI
692,"BRI vs Mandiri, Siapa Jawara Aset Pascamerger Bank Syariah?",1.0,,bri vs mandiri jawara aset pascamerger bank syariah,,,,CNBC Indonesia,,,2020-10-21,BBRI
693,BRI Prioritas: Pentingnya Perkuat Dana Darurat & Kelola Utang,2.0,,bri prioritas kuat dana darurat kelola utang,,,,CNBC Indonesia,,,2020-10-29,BBRI
694,"Laba Bank BRI kuartal III 2020 hanya Rp 14,11 triliun, ini penyebabnya",2.0,,laba bank bri kuartal iii rp triliun penyebabnya,,,,Kontan,,,2020-11-11,BBRI
695,Penyaluran Kredit Usaha Rakyat BRI di Cirebon Terealisasi 74 Persen,2.0,,penyaluran kredit usaha rakyat bri cirebon realisasi persen,,,,Bisnis,,,2020-11-11,BBRI
696,"BRI Siapkan Aksi Korporasi Besar, Ini Kode Erick Thohir",1.0,,bri siap aksi korporasi kode erick thohir,,,,CNBC Indonesia,,,2020-11-12,BBRI
697,Ini Cara BRI Tingkatkan Kesadaran Investasi & Asuransi,1.0,,bri tingkat sadar investasi asuransi,,,,CNBC Indonesia,,,2020-11-14,BBRI
698,"Wow! Sangat Rendah, NPL KUR BRI Cuma 0,06%",1.0,,wow rendah npl kur bri,,,,CNBC Indonesia,,,2020-11-20,BBRI
699,"Perkuat Digital Security, BRI Akan Bermitra dengan Element",2.0,,kuat digital security bri mitra element,,,,CNBC Indonesia,,,2020-11-26,BBRI
700,"Terungkap! Alasan Erick Sinergikan BRI, PNM & Pegadaian",2.0,,ungkap alas erick sinergi bri pnm pegadaian,,,,CNBC Indonesia,,,2020-11-30,BBRI
701,"Obral Kuota KUR Akhir Tahun! Ini Cara Mengajukan di BRI, BNI, dan Bank Mandiri",1.0,,obral kuota kur tahun aju bri bni bank mandiri,,,,Bisnis,,,2020-12-08,BBRI
702,"Selain Tunjuk Pengurus, Ini Hasil Lengkap RUPSLB BRI Syariah (BRIS)",1.0,,urus hasil lengkap rupslb bri syariah bris,,,,Bisnis,,,2020-12-15,BBRI
703,BRI resmi mendapat izin menggandeng Alipay,2.0,,bri resmi izin gandeng alipay,,,,Kontan,,,2020-12-23,BBRI
704,"Bangkitkan UMKM, Ini Strategi BRI Akselerasi KUR di 2021",1.0,,bangkit umkm strategi bri akselerasi kur,,,,CNBC Indonesia,,,2021-01-02,BBRI
705,"BRI (BBRI) Siapkan Rp3,5 Triliun untuk Capex Digital dan IT",2.0,,bri bbri siap rp triliun capex digital it,,,,Bisnis,,,2021-01-12,BBRI
706,"Ketahanan Pangan, BRI Berdayakan Klaster Tahu & Tempe",1.0,,tahan pangan bri daya klaster tempe,,,,CNBC Indonesia,,,2021-01-13,BBRI
707,"Bantuan BRI Group Terus Berlanjut Untuk Korban Bencana Sulbar, Kalsel, Jabar dan Sulut",1.0,,bantu bri group lanjut korban bencana sulbar kalsel jabar sulut,,,,Bisnis,,,2021-01-18,BBRI
708,BRI Fasilitasi Layanan Keuangan Pertamina Lubricants,1.0,,bri fasilitas layan uang pertamina lubricants,,,,CNBC Indonesia,,,2021-01-20,BBRI
709,Catat! Ini Hasil Lengkap RUPSLB BRI Januari 2021,1.0,,catat hasil lengkap rupslb bri januari,,,,CNBC Indonesia,,,2021-01-21,BBRI
710,"Jadi Direktur Termuda di Bank BRI, Ini Sosok Arga Nugraha",1.0,,direktur muda bank bri sosok arga nugraha,,,,CNBC Indonesia,,,2021-01-22,BBRI
711,"Jadi Direktur BKM Bank BRI, Ini Profil Amam Sukriyanto",1.0,,direktur bkm bank bri profil amam sukriyanto,,,,CNBC Indonesia,,,2021-01-22,BBRI
712,"Gelar KPR Virtual Expo, BRI Tawarkan KPR dengan Bunga 3,76%",1.0,,gelar kpr virtual expo bri tawar kpr bunga,,,,CNBC Indonesia,,,2021-01-26,BBRI
713,"Resmi! Bank Permata (BNLI) jadi BUKU IV, Satu 'Geng' dengan BRI, Mandiri, BCA, dkk",1.0,,resmi bank permata bnli buku iv geng bri mandiri bca dkk,,,,Bisnis,,,2021-01-26,BBRI
714,BRI Bidik 57 Juta Pengusaha Ultra Mikro untuk Ekspansi Kredit,2.0,,bri bidik juta usaha ultra mikro ekspansi kredit,,,,CNBC Indonesia,,,2021-01-29,BBRI
715,"Cerita BRI Bisa Jadi Jadi 'Raksasa' di Kredit UMKM, Simak!",1.0,,cerita bri raksasa kredit umkm simak,,,,CNBC Indonesia,,,2021-02-08,BBRI
716,Ini cara dan syarat pengajuan pinjaman KUR BRI,1.0,,syarat aju pinjam kur bri,,,,Kontan,,,2021-02-09,BBRI
717,"Efek Kesaktian Sri Mulyani, Saham BRI Terbang Pas IHSG Drop",2.0,,efek sakti sri mulyani saham bri terbang pas ihsg drop,,,,CNBC Indonesia,,,2021-02-09,BBRI
718,"Transformasi Digital di Tengah Pandemi, Begini Terobosan BRI",2.0,,transformasi digital tengah pandemi terobos bri,,,,Bisnis,,,2021-03-13,BBRI
719,BRI Sabet Penghargaan The Best CEO & Best Innovative Company,1.0,,bri sabet harga the best ceo best innovative company,,,,CNBC Indonesia,,,2021-04-08,BBRI
720,Strategi Investasi BRI Danareksa Untuk Para Pemburu Cuan,1.0,,strategi investasi bri danareksa buru cuan,,,,CNBC Indonesia,,,2021-04-14,BBRI
721,BRI Microfinance Outlook Berikan Solusi Keuangan UMKM,1.0,,bri microfinance outlook solusi uang umkm,,,,CNBC Indonesia,,,2021-04-28,BBRI
722,Kabar Gembira! Nabung Valas Dapat Emas Dari BRI,1.0,,kabar gembira tabung valas emas bri,,,,CNBC Indonesia,,,2021-04-29,BBRI
723,"Libur Lebaran, 184 Kantor Cabang Bank BRI Tetap Buka",1.0,,libur lebaran kantor cabang bank bri buka,,,,CNBC Indonesia,,,2021-05-03,BBRI
724,Direksi BRI Tinjau Layanan Libur Lebaran di Akhir Pekan,1.0,,direksi bri tinjau layan libur lebaran pekan,,,,CNBC Indonesia,,,2021-05-15,BBRI
725,"Jadi Bank Digital, BRI Agro Luncurkan Program Transformasi",2.0,,bank digital bri agro luncur program transformasi,,,,CNBC Indonesia,,,2021-05-19,BBRI
726,"Catat! Jadwal Blokir Kartu ATM Lama BCA, BNI, BRI, Bank Mandiri",1.0,,catat jadwal blokir kartu atm bca bni bri bank mandiri,,,,Bisnis,,,2021-05-25,BBRI
727,"Bukan lagi BRI, inilah bank terbesar di Indonesia",1.0,,bri bank besar indonesia,,,,Kontan,,,2021-05-27,BBRI
728,"Catat jadwal pemblokiran kartu ATM Bank Mandiri, BRI, BNI dan BCA",1.0,,catat jadwal blokir kartu atm bank mandiri bri bni bca,,,,Kontan,,,2021-06-02,BBRI
729,Nasabah BNI Syariah & BRI Syariah Riau Segera Migrasi ke Bank Syariah Indonesia,1.0,,nasabah bni syariah bri syariah riau migrasi bank syariah indonesia,,,,Bisnis,,,2021-06-10,BBRI
730,BRI Kembali Jadi Merek Bank Paling Bernilai di Indonesia,1.0,,bri merek bank nilai indonesia,,,,CNBC Indonesia,,,2021-06-23,BBRI
731,BRI Gandeng BPD Kembangkan Bisnis Treasury & Global Services,2.0,,bri gandeng bpd kembang bisnis treasury global services,,,,CNBC Indonesia,,,2021-06-24,BBRI
732,BRI Dorong Kontribusi Usaha Mikro Dalam Membangun Perekonomian Nasional,1.0,,bri dorong kontribusi usaha mikro bangun ekonomi nasional,,,,Bisnis,,,2021-07-01,BBRI
733,"Jaga Ekonomi Indonesia, BRI Bangkitkan Pelaku UMKM",1.0,,jaga ekonomi indonesia bri bangkit pelaku umkm,,,,CNBC Indonesia,,,2021-07-07,BBRI
734,Ssst...Ini Bocoran Proyeksi Harga-Nilai Rights Issue Bank BRI,1.0,,ssstini bocor proyeksi harganilai rights issue bank bri,,,,CNBC Indonesia,,,2021-07-07,BBRI
735,BRI Salurkan 1.000 Bed & Sarana Rusun Isolasi Pasar Rumput,1.0,,bri salur bed sarana rusun isolasi pasar rumput,,,,CNBC Indonesia,,,2021-07-08,BBRI
736,"Disuntik Rights Issue, BRI Tak Terkalahkan di Ultra Mikro",1.0,,suntik rights issue bri kalah ultra mikro,,,,CNBC Indonesia,,,2021-07-21,BBRI
737,"Polemik Rangkap Jabatan, Rektor UI Mundur dari Wakomut BRI",1.0,,polemik rangkap jabat rektor ui mundur wakomut bri,,,,CNBC Indonesia,,,2021-07-22,BBRI
738,"13 September 2021, BRI Resmi Menjadi Induk Pegadaian & PNM",2.0,,september bri resmi induk pegadaian pnm,,,,CNBC Indonesia,,,2021-08-06,BBRI
739,"Cari Penghasilan Sampingan Lewat Agen BRILink, Yuk!",1.0,,cari hasil samping agen brilink ayo,,,,Kontan,,,2021-08-27,BBRI
740,"Percepat Pemulihan Ekonomi, BRI Salurkan Bansos Sembako",1.0,,cepat pulih ekonomi bri salur bansos sembako,,,,CNBC Indonesia,,,2021-08-31,BBRI
741,Bos BRI Sebut RI Siap Hadapi Risiko Tapering dari The Fed,1.0,,bos bri ri hadap risiko tapering the fed,,,,CNBC Indonesia,,,2021-09-01,BBRI
742,"Rights Issue BRI Rp 95,9 T, BEI: Terbesar dalam Sejarah",1.0,,rights issue bri rp bei besar sejarah,,,,CNBC Indonesia,,,2021-09-07,BBRI
743,"Dorong Penjualan Produk Klaster Usaha Binaan, BRI Dukung Pemberdayaan UMKM",1.0,,dorong jual produk klaster usaha bina bri dukung daya umkm,,,,Bisnis,,,2021-09-10,BBRI
744,Kronologi Lengkap Beralihnya Saham PNM & Pegadaian ke BRI,2.0,,kronologi lengkap alih saham pnm pegadaian bri,,,,CNBC Indonesia,,,2021-09-14,BBRI
745,Begini Cara BRI Menjaga Kekayaan Para Nasabah Prioritas,1.0,,bri jaga kaya nasabah prioritas,,,,CNBC Indonesia,,,2021-09-20,BBRI
746,"Daftar Suku Bunga Deposito Terbaru BCA, Bank Mandiri, BNI, dan BRI",1.0,,daftar suku bunga deposito baru bca bank mandiri bni bri,,,,Bisnis,,,2021-09-20,BBRI
747,"Satu untuk Semua, Senyum Manjakan Nasabah BRI-PNM-Pegadaian",1.0,,senyum manja nasabah bripnmpegadaian,,,,CNBC Indonesia,,,2021-09-20,BBRI
748,Congratulations! Rights Issue BBRI Terbesar ke-7 di Dunia,1.0,,congratulations rights issue bbri besar dunia,,,,CNBC Indonesia,,,2021-09-29,BBRI
749,Kisah Pria Kembalikan Segepok Uang yang Ditemukan di ATM BRI,1.0,,kisah pria kembali gepok uang temu atm bri,,,,CNBC Indonesia,,,2021-10-07,BBRI
750,"Besok Libur Maulid, Cek Jadwal Operasional BCA-BRI dkk",1.0,,besok libur maulid cek jadwal operasional bcabri dkk,,,,CNBC Indonesia,,,2021-10-19,BBRI
751,"Laba Q3 BRI Melesat Jadi Rp 19,07 T, Bos BRI Soroti AGRO",2.0,,laba bri melesat rp bos bri sorot agro,,,,CNBC Indonesia,,,2021-10-27,BBRI
752,"BRI Hadirkan Ekosistem Cashless Payment, Wisata Jadi Aman dan Nyaman Berkat QRIS",1.0,,bri hadir ekosistem cashless payment wisata aman nyaman berkat qris,,,,Bisnis,,,2021-10-29,BBRI
753,BRI Dinobatkan The Asset Triple A Sebagai “Best Private Bank for HNWIs Indonesia”,1.0,,bri nobat the asset triple “best private bank for hnwis indonesia”,,,,Bisnis,,,2021-10-30,BBRI
754,Resmi! BRI Agro (AGRO) Ganti Nama jadi Bank Raya Indonesia,1.0,,resmi bri agro agro ganti nama bank raya indonesia,,,,Bisnis,,,2021-11-09,BBRI
755,Begini Cara Unik BRI Dukung Industri Kreatif,1.0,,unik bri dukung industri kreatif,,,,CNBC Indonesia,,,2021-11-22,BBRI
756,"Intip Bunga Deposito Terbaru di BCA, BRI, Bank Mandiri, dan BNI",1.0,,intip bunga deposito baru bca bri bank mandiri bni,,,,Bisnis,,,2021-11-22,BBRI
757,Promo (16/12) HUT BRI ke-126! Semua Menu McD Transaksi Rp 126.000 Bayar Rp 50.000 Aja,2.0,,promo hut bri menu mcd transaksi rp bayar rp aja,,,,Kontan,,,2021-12-16,BBRI
758,"HUT Ke-126, BRI Bangkitkan UMKM Hingga Catatkan Sejarah Right Issue",1.0,,hut bri bangkit umkm catat sejarah right issue,,,,Bisnis,,,2021-12-16,BBRI
759,BRI Tekankan Pentingnya Transformasi Berbasis Teknologi,1.0,,bri tekan transformasi basis teknologi,,,,CNBC Indonesia,,,2021-12-20,BBRI
760,Kronologi dan Jawaban BRI Soal Gugatan Nasabah di PN Jakarta Pusat,1.0,,kronologi bri gugat nasabah pn jakarta pusat,,,,Bisnis,,,2021-12-22,BBRI
761,INA Ambil Alih Saham Bank Mandiri dan BRI Senilai Rp 45 Triliun,2.0,,ina ambil alih saham bank mandiri bri nila rp triliun,,,,Kontan,,,2021-12-27,BBRI
